LADC,index,index_scaled,PC,PC_O,PC_1
E01000001,"29,111",9,EC1M 6AD,EC1M,6AD
E01000001,"29,111",9,EC2Y 5AA,EC2Y,5AA
E01000001,"29,111",9,EC2V 7QL,EC2V,7QL
E01000001,"29,111",9,EC1A 7LE,EC1A,7LE
E01000002,"28,855",9,EC2A 1JT,EC2A,1JT
E01000002,"28,855",9,EC2P 2NA,EC2P,2NA
E01000002,"28,855",9,EC2R 5BG,EC2R,5BG
E01000002,"28,855",9,EC1Y 4UB,EC1Y,4UB
E01000002,"28,855",9,EC2M 6TE,EC2M,6TE
E01000005,"10,285",4,E1   7DJ,E1,  7DJ
E01000005,"10,285",4,EC3A 5DJ,EC3A,5DJ
E01000005,"10,285",4,EC3N 1DL,EC3N,1DL
E01000006,"12,345",4,IG11 9XD,IG11,9XD
E01000013,"4,416",2,RM10 8DP,RM10,8DP
E01000013,"4,416",2,RM9  5AF,RM9, 5AF
E01000019,"6,307",2,RM8  3UR,RM8, 3UR
E01000027,"3,924",2,RM5  2BY,RM5, 2BY
E01000027,"3,924",2,RM6  5QA,RM6, 5QA
E01000034,"5,459",2,RM7  0DR,RM7, 0DR
E01000039,"11,760",4,RM12 4PD,RM12,4PD
E01000112,"11,942",4,RM1  1HA,RM1, 1HA
E01000115,"30,400",10,EN4  8LH,EN4, 8LH
E01000115,"30,400",10,N14  5JT,N14, 5JT
E01000117,"22,710",7,N20  0BD,N20, 0BD
E01000118,"22,055",7,N11  1EL,N11, 1EL
E01000125,"7,128",3,HA8  0AA,HA8, 0AA
E01000126,"5,985",2,NW9  5BF,NW9, 5BF
E01000133,"5,930",2,NW7  2AE,NW7, 2AE
E01000135,"20,498",7,NW11 8AL,NW11,8AL
E01000135,"20,498",7,NW2  2BR,NW2, 2BR
E01000135,"20,498",7,NW4  3NZ,NW4, 3NZ
E01000136,"24,951",8,NW3  7UN,NW3, 7UN
E01000156,"22,939",7,N10  1AB,N10, 1AB
E01000159,"15,037",5,N12  9AL,N12, 9AL
E01000168,"28,143",9,EN5  3LZ,EN5, 3LZ
E01000172,"24,913",8,EN6  1PU,EN6, 1PU
E01000176,"7,785",3,N2   0FD,N2,  0FD
E01000182,"25,290",8,N6   4TB,N6,  4TB
E01000184,"6,367",2,N3   2AY,N3,  2AY
E01000188,"25,991",8,HA7  4LS,HA7, 4LS
E01000211,"16,409",5,NW6  5RR,NW6, 5RR
E01000290,"11,173",4,WD6  2RN,WD6, 2RN
E01000325,"30,315",10,DA7  6HB,DA7, 6HB
E01000326,"22,437",7,DA1  4RA,DA1, 4RA
E01000329,"16,736",6,DA6  7LE,DA6, 7LE
E01000331,"10,606",4,DA5  1PF,DA5, 1PF
E01000332,"17,572",6,DA17 5EA,DA17,5EA
E01000334,"20,134",7,SE2  0DN,SE2, 0DN
E01000339,"20,245",7,DA15 8DA,DA15,8DA
E01000339,"20,245",7,SE9  2EZ,SE9, 2EZ
E01000355,"26,104",8,DA8  3LP,DA8, 3LP
E01000366,"24,361",8,DA16 1BA,DA16,1BA
E01000381,"9,838",3,DA14 4RP,DA14,4RP
E01000418,"13,088",4,DA18 4BS,DA18,4BS
E01000467,"13,195",5,SE28 8HS,SE28,8HS
E01000471,"12,708",4,HA0  1LW,HA0, 1LW
E01000472,"9,940",4,UB6  7HD,UB6, 7HD
E01000477,"10,092",4,NW10 7NN,NW10,7NN
E01000479,"17,361",6,HA9  9DZ,HA9, 9DZ
E01000484,"4,067",2,HA3  9DR,HA3, 9DR
E01000525,"4,308",2,NW26 9GA,NW26,9GA
E01000544,"4,326",2,W9   2EX,W9,  2EX
E01000550,"5,037",2,N8   0ZW,N8,  0ZW
E01000550,"5,037",2,NW8  7WA,NW8, 7WA
E01000562,"22,052",7,HA1  3SH,HA1, 3SH
E01000583,"13,504",5,W10  4BQ,W10, 4BQ
E01000645,"31,974",10,BR1  2AA,BR1, 2AA
E01000645,"31,974",10,BR7  5LB,BR7, 5LB
E01000648,"28,427",9,BR2  9QZ,BR2, 9QZ
E01000654,"25,924",8,TN16 2NN,TN16,2NN
E01000656,"28,095",9,CR3  9PP,CR3, 9PP
E01000656,"28,095",9,CR6  9PP,CR6, 9PP
E01000667,"29,178",9,BR6  8NF,BR6, 8NF
E01000673,"25,303",8,BR3  2HA,BR3, 2HA
E01000680,"25,936",8,BR5  4HB,BR5, 4HB
E01000699,"12,765",4,SE20 7ST,SE20,7ST
E01000710,"22,202",7,SE26 5BQ,SE26,5BQ
E01000720,"2,453",1,BR8  7QJ,BR8, 7QJ
E01000740,"7,472",3,SE19 2AH,SE19,2AH
E01000748,"19,725",7,TN14 7NQ,TN14,7NQ
E01000759,"26,812",9,BR4  9BF,BR4, 9BF
E01000779,"15,467",5,SE12 9AP,SE12,9AP
E01000839,"31,539",10,CR0  5AD,CR0, 5AD
E01000850,"15,786",5,W1A  1BZ,W1A, 1BZ
E01000850,"15,786",5,W1P  1HN,W1P, 1HN
E01000850,"15,786",5,W1T  1AD,W1T, 1AD
E01000850,"15,786",5,WC1B 3EF,WC1B,3EF
E01000850,"15,786",5,WC1E 6EQ,WC1E,6EQ
E01000850,"15,786",5,WC1H 0AD,WC1H,0AD
E01000851,"18,390",6,NW1  3HJ,NW1, 3HJ
E01000852,"14,834",5,WC1N 1JS,WC1N,1JS
E01000854,"13,893",5,W1N  0BS,W1N, 0BS
E01000855,"16,377",5,WC1A 1JA,WC1A,1JA
E01000864,"10,648",4,N7   9QU,N7,  9QU
E01000865,"16,639",6,NW5  2AN,NW5, 2AN
E01000907,"5,950",2,N19  5BP,N19, 5BP
E01000914,"16,853",6,EC1N 7UD,EC1N,7UD
E01000914,"16,853",6,EC4A 1NB,EC4A,1NB
E01000914,"16,853",6,WC2A 3TA,WC2A,3TA
E01000914,"16,853",6,WC2B 6AA,WC2B,6AA
E01000914,"16,853",6,WC1V 6HE,WC1V,6HE
E01000914,"16,853",6,WC1X 8RJ,WC1X,8RJ
E01000914,"16,853",6,WC1R 4GB,WC1R,4GB
E01000916,"11,323",4,EC1R 3DL,EC1R,3DL
E01000918,"9,145",3,WC2E 7WB,WC2E,7WB
E01000918,"9,145",3,WC2H 7TG,WC2H,7TG
E01000918,"9,145",3,WC2N 6EL,WC2N,6EL
E01000918,"9,145",3,WC2R 1HD,WC2R,1HD
E01000918,"9,145",3,WC99 0LF,WC99,0LF
E01000938,"4,996",2,CM23 3WE,CM23,3WE
E01000938,"4,996",2,N1   9NL,N1,  9NL
E01000945,"9,047",3,NW1W 7QP,NW1W,7QP
E01000953,"2,502",1,N1C  4DD,N1C, 4DD
E01000975,"13,468",5,CR2  0BQ,CR2, 0BQ
E01000975,"13,468",5,CR9  1AX,CR9, 1AX
E01000975,"13,468",5,CR90 9AF,CR90,9AF
E01000975,"13,468",5,CR7  6UA,CR7, 6UA
E01000975,"13,468",5,CR8  1ZB,CR8, 1ZB
E01000981,"17,600",6,SE25 5EZ,SE25,5EZ
E01000994,"13,229",5,CR4  7NG,CR4, 7NG
E01000994,"13,229",5,SW16 4RQ,SW16,4RQ
E01001015,"10,819",4,CR5  1DQ,CR5, 1DQ
E01001195,"19,170",6,W3   0JZ,W3,  0JZ
E01001204,"21,895",7,W13  0EF,W13, 0EF
E01001205,"6,386",2,W7   1DB,W7,  1DB
E01001207,"19,303",6,W11  1WR,W11, 1WR
E01001207,"19,303",6,W12  7XQ,W12, 7XQ
E01001208,"24,242",8,W5   1ND,W5,  1ND
E01001213,"6,951",3,UB1  2QJ,UB1, 2QJ
E01001234,"11,552",4,W4   4HX,W4,  4HX
E01001248,"15,861",5,UB2  4RY,UB2, 4RY
E01001257,"3,720",2,UB5  6BH,UB5, 6BH
E01001301,"14,407",5,TW8  9QN,TW8, 9QN
E01001316,"6,082",2,HA2  8BA,HA2, 8BA
E01001324,"6,893",3,UB7  8PQ,UB7, 8PQ
E01001358,"1,789",1,W2   3AD,W2,  3AD
E01001370,"8,449",3,UB18 7AT,UB18,7AT
E01001391,"9,821",3,N13  4NA,N13, 4NA
E01001391,"9,821",3,N22  4QS,N22, 4QS
E01001395,"6,122",2,N18  1ZH,N18, 1ZH
E01001398,"25,915",8,EN1  2SE,EN1, 2SE
E01001399,"22,511",7,N9   9JN,N9,  9JN
E01001400,"23,265",8,N21  2JN,N21, 2JN
E01001404,"13,056",4,N4   3SZ,N4,  3SZ
E01001407,"15,221",5,EN2  9AA,EN2, 9AA
E01001412,"8,522",3,EN7  5HR,EN7, 5HR
E01001412,"8,522",3,EN8  8EX,EN8, 8EX
E01001433,"4,793",2,EN3  5DQ,EN3, 5DQ
E01001445,"7,386",3,EN9  1AL,EN9, 1AL
E01001506,"4,451",2,E4   7XB,E4,  7XB
E01001559,"3,068",1,N17  0RY,N17, 0RY
E01001580,"22,698",7,SE3  7YU,SE3, 7YU
E01001585,"24,243",8,SE10 0JX,SE10,0JX
E01001588,"5,639",2,SE18 4BL,SE18,4BL
E01001588,"5,639",2,SE7  8DY,SE7, 8DY
E01001638,"8,030",3,SE13 7RG,SE13,7RG
E01001644,"16,321",5,SE8  4HH,SE8, 4HH
E01001719,"6,112",2,N5   2LA,N5,  2LA
E01001722,"5,874",2,E5   8BW,E5,  8BW
E01001722,"5,874",2,N16  7ED,N16, 7ED
E01001729,"2,673",1,E9   5SA,E9,  5SA
E01001731,"5,973",2,E8   3RA,E8,  3RA
E01001754,"5,907",2,E2   8AS,E2,  8AS
E01001779,"8,460",3,EC1V 1JN,EC1V,1JN
E01001786,"1,991",1,E15  2FB,E15, 2FB
E01001807,"7,878",3,N15  6PZ,N15, 6PZ
E01001846,"1,862",1,E20  3HY,E20, 3HY
E01001851,"21,600",7,W14  0GG,W14, 0GG
E01001853,"16,527",6,W6   7RP,W6,  7RP
E01001879,"9,937",4,SW6  7HA,SW6, 7HA
E01001897,"18,913",6,SW1P 3BG,SW1P,3BG
E01001920,"6,851",3,SW10 0SY,SW10,0SY
E01001935,"14,900",5,SW18 4SB,SW18,4SB
E01002030,"9,297",3,N81  1AA,N81, 1AA
E01002144,"20,613",7,HA5  4AL,HA5, 4AL
E01002214,"15,798",5,HA4  0RH,HA4, 0RH
E01002225,"28,641",9,WD2  1NT,WD2, 1NT
E01002225,"28,641",9,WD23 1NT,WD23,1NT
E01002249,"14,796",5,RM2  6BJ,RM2, 6BJ
E01002249,"14,796",5,RM4  1UY,RM4, 1UY
E01002249,"14,796",5,RM50 2BB,RM50,2BB
E01002252,"24,888",8,RM14 1JN,RM14,1JN
E01002255,"21,711",7,RM11 3JP,RM11,3JP
E01002260,"17,869",6,RM13 7LL,RM13,7LL
E01002268,"19,741",7,RM3  0TH,RM3, 0TH
E01002277,"5,830",2,CM14 5NG,CM14,5NG
E01002296,"17,513",6,CM13 3JA,CM13,3JA
E01002344,"15,318",5,RM15 4UT,RM15,4UT
E01002392,"4,871",2,UB4  0AL,UB4, 0AL
E01002400,"9,038",3,UB3  2TA,UB3, 2TA
E01002400,"9,038",3,UB8  3BS,UB8, 3BS
E01002405,"9,755",3,UB11 1BN,UB11,1BN
E01002408,"7,876",3,UB10 0SX,UB10,0SX
E01002438,"22,884",7,UB9  6BG,UB9, 6BG
E01002438,"22,884",7,WD3  2UR,WD3, 2UR
E01002443,"15,017",5,TW14 0PN,TW14,0PN
E01002443,"15,017",5,TW5  9RZ,TW5, 9RZ
E01002443,"15,017",5,TW6  2HB,TW6, 2HB
E01002444,"12,764",4,TW19 6BP,TW19,6BP
E01002472,"23,228",8,HA6  2GD,HA6, 2GD
E01002583,"10,593",4,TW4  6LE,TW4, 6LE
E01002596,"10,845",4,TW13 4SS,TW13,4SS
E01002601,"16,699",6,TW15 1AT,TW15,1AT
E01002621,"11,187",4,SW13 9HB,SW13,9HB
E01002621,"11,187",4,TW3  3DU,TW3, 3DU
E01002639,"17,929",6,TW7  4AY,TW7, 4AY
E01002671,"15,863",5,TW1  1JL,TW1, 1JL
E01002672,"10,313",4,TW2  5JG,TW2, 5JG
E01002726,"8,742",3,EC1P 1AA,EC1P,1AA
E01002726,"8,742",3,EC3M 7AU,EC3M,7AU
E01002726,"8,742",3,EC3P 3WJ,EC3P,3WJ
E01002726,"8,742",3,EC3R 5AW,EC3R,5AW
E01002726,"8,742",3,EC3V 3RD,EC3V,3RD
E01002726,"8,742",3,EC2N 4ED,EC2N,4ED
E01002726,"8,742",3,EC4P 4DB,EC4P,4DB
E01002726,"8,742",3,EC4N 8NB,EC4N,8NB
E01002726,"8,742",3,EC4R 0EA,EC4R,0EA
E01002726,"8,742",3,EC4V 3ER,EC4V,3ER
E01002726,"8,742",3,EC4Y 0JT,EC4Y,0JT
E01002726,"8,742",3,EC50 0BL,EC50,0BL
E01002726,"8,742",3,EC4M 7PN,EC4M,7PN
E01002726,"8,742",3,W1B  3FT,W1B, 3FT
E01002726,"8,742",3,W1C  1YZ,W1C, 1YZ
E01002726,"8,742",3,W1G  7YZ,W1G, 7YZ
E01002726,"8,742",3,W1K  7YY,W1K, 7YY
E01002726,"8,742",3,W1J  9YY,W1J, 9YY
E01002726,"8,742",3,W1U  7WB,W1U, 7WB
E01002726,"8,742",3,W1W  8YP,W1W, 8YP
E01002794,"11,983",4,N1P  1QL,N1P, 1QL
E01002812,"21,054",7,SW19 6BU,SW19,6BU
E01002812,"21,054",7,SW5  0TL,SW5, 0TL
E01002812,"21,054",7,W8   5UA,W8,  5UA
E01002818,"18,433",6,SW1X 0EP,SW1X,0EP
E01002818,"18,433",6,SW3  1LN,SW3, 1LN
E01002819,"21,458",7,SW7  1AF,SW7, 1AF
E01002821,"20,470",7,SW9  7RT,SW9, 7RT
E01002859,"23,125",8,SW1W 8SB,SW1W,8SB
E01002899,"11,889",4,SW1H 0RL,SW1H,0RL
E01002915,"24,825",8,KT5  9PP,KT5, 9PP
E01002916,"28,889",9,KT6  7DE,KT6, 7DE
E01002919,"17,682",6,KT4  7QH,KT4, 7QH
E01002927,"22,135",7,KT3  5AQ,KT3, 5AQ
E01002929,"26,422",9,KT1  1HG,KT1, 1HG
E01002933,"16,907",6,KT2  5TA,KT2, 5TA
E01002939,"21,368",7,KT9  1RZ,KT9, 1RZ
E01002946,"23,945",8,KT19 9HN,KT19,9HN
E01002948,"16,231",5,KT22 0DP,KT22,0DP
E01002948,"16,231",5,KT18 7TR,KT18,7TR
E01002953,"27,148",9,SW20 0AA,SW20,0AA
E01002955,"19,233",6,SW15 3PL,SW15,3PL
E01002971,"21,056",7,KT7  0TZ,KT7, 0TZ
E01003007,"31,374",10,TW10 5HE,TW10,5HE
E01003013,"17,611",6,SE1  7FU,SE1, 7FU
E01003013,"17,611",6,SE11 6BB,SE11,6BB
E01003018,"14,517",5,SW2  2JW,SW2, 2JW
E01003019,"14,655",5,SW4  8AY,SW4, 8AY
E01003030,"18,015",6,SW12 9NJ,SW12,9NJ
E01003034,"12,579",4,SW8  3AB,SW8, 3AB
E01003043,"10,383",4,SE24 0PR,SE24,0PR
E01003046,"3,977",2,SE5  9HR,SE5, 9HR
E01003059,"4,352",2,SW99 0WZ,SW99,0WZ
E01003064,"21,202",7,SE21 8BP,SE21,8BP
E01003065,"3,249",1,SE27 9PH,SE27,9PH
E01003123,"11,941",4,SW95 9EA,SW95,9EA
E01003189,"4,810",2,SE6  3AR,SE6, 3AR
E01003193,"8,288",3,SE23 2QU,SE23,2QU
E01003207,"3,054",1,SE14 6TG,SE14,6TG
E01003209,"8,064",3,SE4  1BD,SE4, 1BD
E01003245,"2,696",1,SE16 2RW,SE16,2RW
E01003297,"4,967",2,SE15 1EP,SE15,1EP
E01003361,"24,005",8,SM4  4AG,SM4, 4AG
E01003370,"20,658",7,SW17 9DD,SW17,9DD
E01003417,"25,461",8,SM3  9HG,SM3, 9HG
E01003479,"6,522",2,E6   5RS,E6,  5RS
E01003480,"13,193",5,E16  2GA,E16, 2GA
E01003489,"4,950",2,E13  9AT,E13, 9AT
E01003497,"4,474",2,E3   3WH,E3,  3WH
E01003528,"6,033",2,E12  6QZ,E12, 6QZ
E01003531,"7,635",3,E7   8QP,E7,  8QP
E01003638,"15,454",5,IG6  1QH,IG6, 1QH
E01003639,"9,787",3,IG2  7PP,IG2, 7PP
E01003646,"18,267",6,IG4  5DY,IG4, 5DY
E01003649,"23,813",8,IG5  0AB,IG5, 0AB
E01003653,"18,578",6,IG1  4UJ,IG1, 4UJ
E01003654,"12,851",4,IG8  7QB,IG8, 7QB
E01003660,"26,133",8,IG9  6ED,IG9, 6ED
E01003668,"24,309",8,E18  2WB,E18, 2WB
E01003686,"7,771",3,IG3  9YE,IG3, 9YE
E01003702,"12,490",4,IG7  5JG,IG7, 5JG
E01003774,"24,162",8,E11  1PA,E11, 1PA
E01003804,"28,930",9,SW14 7DD,SW14,7DD
E01003810,"27,946",9,TW11 0RX,TW11,0RX
E01003810,"27,946",9,TW12 1JW,TW12,1JW
E01003823,"24,965",8,KT8  9AN,KT8, 9AN
E01003846,"31,228",10,TW9  4AS,TW9, 4AS
E01003916,"9,846",3,SE99 7UX,SE99,7UX
E01003923,"8,703",3,SE17 3UN,SE17,3UN
E01003945,"14,617",5,SE22 8LE,SE22,8LE
E01003979,"6,588",3,SE1P 4AB,SE1P,4AB
E01004076,"15,595",5,CR44 2TW,CR44,2TW
E01004076,"15,595",5,SM6  7AE,SM6, 7AE
E01004090,"3,846",2,SM2  6TX,SM2, 6TX
E01004091,"29,537",9,SM5  4HN,SM5, 4HN
E01004097,"29,106",9,SM1  4NY,SM1, 4NY
E01004108,"17,540",6,SM7  3DX,SM7, 3DX
E01004114,"30,363",10,KT17 3HL,KT17,3HL
E01004214,"2,622",1,E14  3EY,E14, 3EY
E01004287,"5,116",2,E1W  3WG,E1W, 3WG
E01004294,"12,187",4,E98  1SD,E98, 1SD
E01004294,"12,187",4,EC88 2NG,EC88,2NG
E01004336,"7,535",3,E10  5QB,E10, 5QB
E01004342,"9,117",3,E17  0SA,E17, 0SA
E01004477,"29,588",10,SW11 6AB,SW11,6AB
E01004527,"14,857",5,SW1E 6ZH,SW1E,6ZH
E01004562,"9,441",3,SW1A 0WY,SW1A,0WY
E01004562,"9,441",3,SW1V 1DR,SW1V,1DR
E01004562,"9,441",3,SW1Y 4XQ,SW1Y,4XQ
E01004657,"15,565",5,W1H  0ES,W1H, 0ES
E01004660,"20,960",7,W1M  1FE,W1M, 1FE
E01004689,"14,816",5,W1R  2EE,W1R, 2EE
E01004689,"14,816",5,W1Y  4AL,W1Y, 4AL
E01004717,"18,584",6,W1   3PF,W1,  3PF
E01004734,"7,056",3,W1D  5AR,W1D, 5AR
E01004734,"7,056",3,W1V  4JX,W1V, 4JX
E01004736,"16,419",5,W1X  2PL,W1X, 2PL
E01004761,"19,747",7,W1S  3BL,W1S, 3BL
E01004763,"7,808",3,W1F  0TB,W1F, 0TB
E01004766,"8,241",3,BL1  6NJ,BL1, 6NJ
E01004768,"29,371",9,BL7  9QY,BL7, 9QY
E01004775,"21,157",7,BL6  4WU,BL6, 4WU
E01004775,"21,157",7,BL5  3PG,BL5, 3PG
E01004775,"21,157",7,WN2  1QD,WN2, 1QD
E01004780,"25,016",8,WN1  2UG,WN1, 2UG
E01004781,"20,520",7,BL4  0FN,BL4, 0FN
E01004784,"29,361",9,BL2  3ND,BL2, 3ND
E01004789,"28,774",9,BL8  3QU,BL8, 3QU
E01004811,"1,238",1,BL3  2LQ,BL3, 2LQ
E01004817,"4,582",2,BL78 7WZ,BL78,7WZ
E01004833,"17,039",6,M28  6XJ,M28, 6XJ
E01004833,"17,039",6,M38  9XJ,M38, 9XJ
E01004848,"1,387",1,BL11 1XX,BL11,1XX
E01004896,"23,878",8,M29  9HW,M29, 9HW
E01004896,"23,878",8,M46  9GP,M46, 9GP
E01004903,"25,673",8,M26  1FY,M26, 1FY
E01004941,"9,410",3,M25  6WE,M25, 6WE
E01004941,"9,410",3,M45  8AE,M45, 8AE
E01004945,"21,956",7,BL9  8PL,BL9, 8PL
E01004945,"21,956",7,M24  4SH,M24, 4SH
E01004948,"4,721",2,BL0  9FT,BL0, 9FT
E01004975,"14,242",5,M21  1AA,M21, 1AA
E01005032,"3,151",1,M7   0GL,M7,  0GL
E01005040,"16,186",5,M8   4UP,M8,  4UP
E01005061,750,1,M11  3LW,M11, 3LW
E01005061,750,1,M12  4BJ,M12, 4BJ
E01005061,750,1,M13  0LH,M13, 0LH
E01005061,750,1,M60  6EL,M60, 6EL
E01005063,"1,017",1,M18  7WL,M18, 7WL
E01005065,892,1,M1   7JS,M1,  7JS
E01005068,"1,494",1,M23  2QT,M23, 2QT
E01005069,"16,490",6,WA15 7LG,WA15,7LG
E01005076,"13,261",5,M20  3BF,M20, 3BF
E01005085,"1,580",1,M22  7AH,M22, 7AH
E01005093,"1,201",1,M35  6JP,M35, 6JP
E01005093,"1,201",1,M43  6LX,M43, 6LX
E01005098,"1,229",1,M9   3QD,M9,  3QD
E01005106,"1,314",1,M40  2BR,M40, 2BR
E01005111,"5,715",2,M33  3PS,M33, 3PS
E01005118,"12,803",4,M19  2WA,M19, 2WA
E01005124,"3,021",1,SK4  3QX,SK4, 3QX
E01005129,300,1,M10  7LT,M10, 7LT
E01005130,350,1,M4   6AZ,M4,  6AZ
E01005147,"2,264",1,M3   1JE,M3,  1JE
E01005177,"20,339",7,M14  5BA,M14, 5BA
E01005179,"8,341",3,M16  8NQ,M16, 8NQ
E01005208,"8,929",3,M15  5WB,M15, 5WB
E01005251,"3,936",2,OL9  8DL,OL9, 8DL
E01005283,"14,070",5,M52  1HE,M52, 1HE
E01005291,"1,010",1,M90  1WP,M90, 1WP
E01005313,"1,990",1,SK10 2NT,SK10,2NT
E01005316,"6,602",3,SK9  4LL,SK9, 4LL
E01005320,"3,359",2,OL8  1NZ,OL8, 1NZ
E01005321,"1,827",1,OL4  1RD,OL4, 1RD
E01005335,"24,858",8,OL1  2TG,OL1, 2TG
E01005355,"12,348",4,OL2  8SA,OL2, 8SA
E01005368,"6,303",2,OL3  7JL,OL3, 7JL
E01005394,"23,512",8,OL11 2BZ,OL11,2BZ
E01005397,"16,974",6,OL95 1AD,OL95,1AD
E01005406,"27,675",9,OL5  0RL,OL5, 0RL
E01005443,"25,738",8,OL16 3SY,OL16,3SY
E01005482,33,1,OL12 6TR,OL12,6TR
E01005484,393,1,OL15 0FA,OL15,0FA
E01005497,"2,099",1,OL10 4PP,OL10,4PP
E01005518,"9,160",3,OL14 6UR,OL14,6UR
E01005599,"2,006",1,M30  0AA,M30, 0AA
E01005610,314,1,M6   5BG,M6,  5BG
E01005610,314,1,M5   4NQ,M5,  4NQ
E01005616,"6,046",2,M44  5AQ,M44, 5AQ
E01005621,"10,046",4,WA3  5PS,WA3, 5PS
E01005624,"2,973",1,M27  8XU,M27, 8XU
E01005719,"7,988",3,M50  1RD,M50, 1RD
E01005720,"5,007",2,M17  1RX,M17, 1RX
E01005743,"18,959",6,SK6  2NZ,SK6, 2NZ
E01005747,"26,604",9,SK14 5HA,SK14,5HA
E01005753,686,1,SK5  8FB,SK5, 8FB
E01005757,"10,009",4,SK1  2EX,SK1, 2EX
E01005758,523,1,SK3  0BB,SK3, 0BB
E01005760,"8,609",3,SK2  6QZ,SK2, 6QZ
E01005761,"7,629",3,SK8  5QB,SK8, 5QB
E01005792,"32,439",10,SK7  2AH,SK7, 2AH
E01005822,"1,234",1,SK22 3WZ,SK22,3WZ
E01005906,"27,211",9,SK12 2LH,SK12,2LH
E01005933,"1,298",1,OL6  8RL,OL6, 8RL
E01005938,"8,377",3,OL7  9RT,OL7, 9RT
E01005943,"13,283",5,SK15 1QH,SK15,1QH
E01005951,"5,492",2,M34  5HF,M34, 5HF
E01006008,"15,252",5,SK16 4RR,SK16,4RR
E01006028,"2,788",1,SK13 1WQ,SK13,1WQ
E01006074,"14,072",5,WA14 5NL,WA14,5NL
E01006087,"23,318",8,WA13 9GF,WA13,9GF
E01006104,"10,337",4,M31  4EB,M31, 4EB
E01006107,"5,556",2,M41  6JE,M41, 6JE
E01006141,"13,624",5,M32  0BG,M32, 0BG
E01006213,"2,030",1,WN3  4TA,WN3, 4TA
E01006220,"7,514",3,WN4  8AB,WN4, 8AB
E01006229,"24,152",8,WN6  8RX,WN6, 8RX
E01006245,"21,158",7,WN7  1PA,WN7, 1PA
E01006348,"26,475",9,WA12 0HX,WA12,0HX
E01006349,"11,763",4,WN5  0AR,WN5, 0AR
E01006412,415,1,L28  1NP,L28, 1NP
E01006415,"4,674",2,L32  9PE,L32, 9PE
E01006416,"1,177",1,L33  7UT,L33, 7UT
E01006416,"1,177",1,L70  2QA,L70, 2QA
E01006419,"17,935",6,L26  7AF,L26, 7AF
E01006420,"15,986",5,L35  1QH,L35, 1QH
E01006420,"15,986",5,WA8  5PP,WA8, 5PP
E01006424,"20,368",7,L36  6JA,L36, 6JA
E01006425,"10,433",4,L25  5BA,L25, 5BA
E01006428,"5,452",2,L24  9LE,L24, 9LE
E01006438,"16,754",6,L34  0BB,L34, 0BB
E01006439,"5,880",2,WA10 5QL,WA10,5QL
E01006446,"1,037",1,L30  4XU,L30, 4XU
E01006450,"1,149",1,L14  0PQ,L14, 0PQ
E01006456,"6,457",2,L31  1JS,L31, 1JS
E01006471,"21,801",7,L1   8JP,L1,  8JP
E01006472,"19,006",6,L16  2NE,L16, 2NE
E01006506,"4,307",2,L10  4YR,L10, 4YR
E01006512,"10,518",4,L8   7NY,L8,  7NY
E01006512,"10,518",4,L69  7LJ,L69, 7LJ
E01006512,"10,518",4,L7   3QB,L7,  3QB
E01006513,"10,339",4,L3   1AA,L3,  1AA
E01006513,"10,339",4,L2   8NU,L2,  8NU
E01006513,"10,339",4,L6   1BJ,L6,  1BJ
E01006513,"10,339",4,L67  1BQ,L67, 1BQ
E01006513,"10,339",4,L71  2AX,L71, 2AX
E01006519,"23,033",8,L17  6BQ,L17, 6BQ
E01006519,"23,033",8,L19  3QX,L19, 3QX
E01006524,"24,024",8,L18  8AP,L18, 8AP
E01006541,"2,615",1,L11  1DL,L11, 1DL
E01006541,"2,615",1,L4   2TZ,L4,  2TZ
E01006542,"1,167",1,L5   1UU,L5,  1UU
E01006550,"14,077",5,L15  3JG,L15, 3JG
E01006565,"3,478",2,L13  4DJ,L13, 4DJ
E01006568,"7,879",3,L12  9WZ,L12, 9WZ
E01006586,"5,727",2,L41  7EL,L41, 7EL
E01006651,"23,465",8,L9   0NL,L9,  0NL
