LADC,index,index_scaled,PC,PC_O,PC_1
E01018534,"8,936",3,CH33 9AJ,CH33,9AJ
E01018586,"22,997",8,SK23 7RE,SK23,7RE
E01018598,"23,872",8,CW9  6LE,CW9, 6LE
E01018671,"32,025",10,CW8  4LU,CW8, 4LU
E01018750,"17,268",6,PL17 7BJ,PL17,7BJ
E01018752,"18,718",6,PL18 9ZX,PL18,9ZX
E01018756,"13,989",5,PL12 6TA,PL12,6TA
E01018757,"12,709",4,PL11 3DP,PL11,3DP
E01018757,"12,709",4,PL13 1QL,PL13,1QL
E01018758,"11,357",4,PL14 4FL,PL14,4FL
E01018766,"10,528",4,PL23 1LX,PL23,1LX
E01018766,"10,528",4,PL22 0QN,PL22,0QN
E01018766,"10,528",4,PL30 4RA,PL30,4RA
E01018777,"12,624",4,PL15 9QJ,PL15,9QJ
E01018780,"13,254",5,PL10 1XJ,PL10,1XJ
E01018803,"18,930",6,TR11 3LB,TR11,3LB
E01018807,"20,313",7,TR1  1UQ,TR1, 1UQ
E01018807,"20,313",7,TR2  4YF,TR2, 4YF
E01018807,"20,313",7,TR3  6WD,TR3, 6WD
E01018807,"20,313",7,TR4  8FA,TR4, 8FA
E01018807,"20,313",7,TR5  0YG,TR5, 0YG
E01018809,"9,388",3,PL25 4YF,PL25,4YF
E01018815,"9,217",3,TR8  4PN,TR8, 4PN
E01018820,"11,985",4,TR16 5BL,TR16,5BL
E01018827,"20,955",7,TR10 9LD,TR10,9LD
E01018833,"14,225",5,TR6  0AD,TR6, 0AD
E01018847,"14,320",5,PL26 7SD,PL26,7SD
E01018861,"10,091",4,TR13 0RL,TR13,0RL
E01018862,"11,765",4,TR20 9JE,TR20,9JE
E01018862,"11,765",4,TR18 2UB,TR18,2UB
E01018863,"10,994",4,TR14 9PF,TR14,9PF
E01018864,"14,902",5,TR27 6AG,TR27,6AG
E01018865,"5,706",2,TR15 3RB,TR15,3RB
E01018880,"11,915",4,TR12 6TR,TR12,6TR
E01018924,"10,815",4,PL27 6BN,PL27,6BN
E01018926,"10,761",4,PL31 2AZ,PL31,2AZ
E01018926,"10,761",4,PL32 9PZ,PL32,9PZ
E01018935,"15,712",5,PL29 3WZ,PL29,3WZ
E01018936,"14,737",5,EX23 0DA,EX23,0DA
E01018940,"14,180",5,PL33 9AH,PL33,9AH
E01018941,"10,026",4,PL34 0EJ,PL34,0EJ
E01018943,"13,350",5,EX22 7LB,EX22,7LB
E01018954,"11,103",4,PL28 8LP,PL28,8LP
E01018965,"11,091",4,PL16 0YE,PL16,0YE
E01018969,"12,296",4,PL35 0EW,PL35,0EW
E01018985,"17,710",6,TR26 2QJ,TR26,2QJ
E01018988,"11,770",4,TR17 0EW,TR17,0EW
E01018988,"11,770",4,TR93 0WA,TR93,0WA
E01018989,"8,143",3,TR19 6AT,TR19,6AT
E01018995,"2,147",1,TR21 0YH,TR21,0YH
E01019013,"11,785",4,PL24 2WA,PL24,2WA
E01019018,"22,039",7,TR7  2RL,TR7, 2RL
E01019028,"6,931",3,TR9  6YE,TR9, 6YE
E01019077,"21,789",7,TR22 0PL,TR22,0PL
E01019077,"21,789",7,TR23 0PR,TR23,0PR
E01019077,"21,789",7,TR24 0AD,TR24,0AD
E01019077,"21,789",7,TR25 0QL,TR25,0QL
E01019078,"29,950",10,CA13 9DB,CA13,9DB
E01019081,"8,141",3,CA7  1JS,CA7, 1JS
E01019081,"8,141",3,CA5  2EF,CA5, 2EF
E01019083,"18,218",6,CA12 4PT,CA12,4PT
E01019086,"24,557",8,CA15 7LA,CA15,7LA
E01019089,"9,823",3,CA14 1SQ,CA14,1SQ
E01019120,"10,902",4,CA95 1AB,CA95,1AB
E01019138,"4,426",2,LA14 5QU,LA14,5QU
E01019138,"4,426",2,LA13 0DJ,LA13,0DJ
E01019144,"15,046",5,LA16 7DT,LA16,7DT
E01019144,"15,046",5,LA15 8JP,LA15,8JP
E01019144,"15,046",5,LA12 0NR,LA12,0NR
E01019144,"15,046",5,LA17 7TU,LA17,7TU
E01019188,"15,695",5,CA3  9NY,CA3, 9NY
E01019190,"27,111",9,CA6  4SQ,CA6, 4SQ
E01019192,"26,891",9,CA2  7PS,CA2, 7PS
E01019196,"15,035",5,CA1  2BS,CA1, 2BS
E01019200,"19,070",6,CA8  1LS,CA8, 1LS
E01019212,"21,297",7,CA4  0PS,CA4, 0PS
E01019215,"9,042",3,CA99 1AA,CA99,1AA
E01019215,"9,042",3,CA9  3GD,CA9, 3GD
E01019228,"9,738",3,DG16 5HZ,DG16,5HZ
E01019229,"10,462",4,TD9  0TJ,TD9, 0TJ
E01019256,"17,669",6,CA26 3UR,CA26,3UR
E01019256,"17,669",6,CA25 5PZ,CA25,5PZ
E01019256,"17,669",6,CA28 8JQ,CA28,8JQ
E01019257,"10,467",4,CA21 2YH,CA21,2YH
E01019257,"10,467",4,CA22 2AL,CA22,2AL
E01019258,"21,880",7,CA20 1PF,CA20,1PF
E01019259,"14,089",5,CA19 1TN,CA19,1TN
E01019259,"14,089",5,CA18 1BR,CA18,1BR
E01019259,"14,089",5,LA19 5AB,LA19,5AB
E01019263,"2,821",1,CA23 3AE,CA23,3AE
E01019266,"9,037",3,CA24 3LF,CA24,3LF
E01019275,"16,789",6,CA27 0WZ,CA27,0WZ
E01019283,"12,658",4,LA18 4ER,LA18,4ER
E01019293,"10,166",4,LA20 6ET,LA20,6ET
E01019306,"17,803",6,CA16 6EA,CA16,6EA
E01019308,"17,790",6,CA10 2DR,CA10,2DR
E01019309,"13,280",5,CA17 4BX,CA17,4BX
E01019309,"13,280",5,LA10 5NF,LA10,5NF
E01019311,"22,092",7,CA11 0HX,CA11,0HX
E01019323,"17,742",6,DL12 0JA,DL12,0JA
E01019341,"30,645",10,LA5  0BA,LA5, 0BA
E01019341,"30,645",10,LA7  7HU,LA7, 7HU
E01019343,"25,245",8,LA6  1PB,LA6, 1PB
E01019346,"18,023",6,LA8  8LX,LA8, 8LX
E01019346,"18,023",6,LA9  6QS,LA9, 6QS
E01019349,"26,437",9,LA11 7LX,LA11,7LX
E01019350,"17,679",6,LA22 0BF,LA22,0BF
E01019350,"17,679",6,LA21 8DW,LA21,8DW
E01019375,"23,026",8,LA23 1HT,LA23,1HT
E01019400,"7,210",3,DE55 7SF,DE55,7SF
E01019400,"7,210",3,DE5  7EQ,DE5, 7EQ
E01019401,"8,491",3,DE56 1AJ,DE56,1AJ
E01019405,"19,130",6,DE4  5HH,DE4, 5HH
E01019405,"19,130",6,DE6  4AD,DE6, 4AD
E01019420,"9,167",3,NG16 4HG,NG16,4HG
E01019431,"11,193",4,DE75 7EZ,DE75,7EZ
E01019478,"28,226",9,S43  3DH,S43, 3DH
E01019483,"5,136",2,S44  6BX,S44, 6BX
E01019485,"10,055",4,NG20 9HU,NG20,9HU
E01019503,"10,099",4,NG19 7TB,NG19,7TB
E01019520,"15,093",5,S42  5SY,S42, 5SY
E01019520,"15,093",5,S45  8AB,S45, 8AB
E01019526,"11,796",4,S41  9LN,S41, 9LN
E01019531,"7,016",3,S40  1NS,S40, 1NS
E01019556,"5,048",2,S49  1HH,S49, 1HH
E01019599,"28,159",9,DE45 1AA,DE45,1AA
E01019602,"23,963",8,S33  9GZ,S33, 9GZ
E01019602,"23,963",8,SK17 8AQ,SK17,8AQ
E01019612,"22,598",7,ST14 5BS,ST14,5BS
E01019641,"29,216",9,NG10 5NE,NG10,5NE
E01019770,"20,105",7,S18  5SN,S18, 5SN
E01019837,"15,296",5,DE11 9HT,DE11,9HT
E01019839,"26,924",9,DE65 6LS,DE65,6LS
E01019843,"20,521",7,LE6  5UH,LE6, 5UH
E01019843,"20,521",7,LE65 1RF,LE65,1RF
E01019845,"28,258",9,DE13 9LY,DE13,9LY
E01019850,"29,045",9,DE12 6AX,DE12,6AX
E01019850,"29,045",9,DE15 9TX,DE15,9TX
E01019862,"18,090",6,DE14 3RN,DE14,3RN
E01019886,"15,059",5,EX13 5FS,EX13,5FS
E01019890,"25,191",8,EX10 0PF,EX10,0PF
E01019890,"25,191",8,EX12 3AB,EX12,3AB
E01019891,"17,168",6,EX15 2NA,EX15,2NA
E01019891,"17,168",6,EX5  3BY,EX5, 3BY
E01019892,"21,456",7,EX1  3GP,EX1, 3GP
E01019892,"21,456",7,EX4  0BA,EX4, 0BA
E01019893,"19,600",6,EX11 1LA,EX11,1LA
E01019894,"30,490",10,EX9  6PN,EX9, 6PN
E01019898,"23,543",8,EX2  7JJ,EX2, 7JJ
E01019898,"23,543",8,EX3  0RX,EX3, 0RX
E01019899,"20,381",7,EX24 6TJ,EX24,6TJ
E01019901,"16,041",5,EX14 9RL,EX14,9RL
E01019904,"15,696",5,EX8  4DJ,EX8, 4DJ
E01019938,"16,609",6,TA3  7RP,TA3, 7RP
E01019961,"24,250",8,DT7  3EG,DT7, 3EG
E01019967,"17,209",6,TA20 3ES,TA20,3ES
E01019995,"2,584",1,EX20 9AA,EX20,9AA
E01019995,"2,584",1,EX6  7ZH,EX6, 7ZH
E01020016,"4,908",2,EX7  0XW,EX7, 0XW
E01020041,"12,421",4,EX17 1EY,EX17,1EY
E01020044,"21,407",7,EX16 8HP,EX16,8HP
E01020046,"15,762",5,TA21 0JT,TA21,0JT
E01020046,"15,762",5,TA4  2BE,TA4, 2BE
E01020050,"15,788",5,TA22 9AZ,TA22,9AZ
E01020072,"14,201",5,EX18 7QU,EX18,7QU
E01020084,"14,862",5,EX31 2PU,EX31,2PU
E01020087,"12,276",4,EX36 3EE,EX36,3EE
E01020088,"14,227",5,EX32 7JG,EX32,7JG
E01020089,"26,090",8,EX33 2EU,EX33,2EU
E01020094,"1,770",1,EX37 9YU,EX37,9YU
E01020099,"15,963",5,EX34 0DD,EX34,0DD
E01020100,"11,603",4,EX35 6JN,EX35,6JN
E01020119,"17,073",6,EX39 4LX,EX39,4LX
E01020142,"17,320",6,PL21 0SF,PL21,0SF
E01020142,"17,320",6,TQ9  7QE,TQ9, 7QE
E01020142,"17,320",6,TQ7  4BQ,TQ7, 4BQ
E01020143,"15,727",5,TQ10 9LX,TQ10,9LX
E01020151,"28,659",9,TQ6  0BW,TQ6, 0BW
E01020157,"14,099",5,PL20 6SE,PL20,6SE
E01020157,"14,099",5,TQ11 0HB,TQ11,0HB
E01020157,"14,099",5,TQ13 7LE,TQ13,7LE
E01020169,"20,842",7,TQ8  8EW,TQ8, 8EW
E01020200,"25,452",8,TQ14 9TH,TQ14,9TH
E01020278,"14,289",5,EX38 7LD,EX38,7LD
E01020286,"8,426",3,EX21 5EB,EX21,5EB
E01020303,"15,322",5,EX19 8QA,EX19,8QA
E01020324,"15,521",5,PL19 0JU,PL19,0JU
E01020343,"26,360",9,BH23 7HP,BH23,7HP
E01020365,"21,597",7,BH22 8XJ,BH22,8XJ
E01020365,"21,597",7,BH24 2SA,BH24,2SA
E01020373,"27,814",9,SP6  3RB,SP6, 3RB
E01020389,"16,174",5,BH31 7LH,BH31,7LH
E01020389,"16,174",5,SP5  5QR,SP5, 5QR
E01020397,"19,598",6,DT11 8DH,DT11,8DH
E01020431,"15,102",5,DT2  7TY,DT2, 7TY
E01020432,"16,381",5,BH20 7JH,BH20,7JH
E01020433,"18,741",6,BA8  0SB,BA8, 0SB
E01020433,"18,741",6,DT10 2RY,DT10,2RY
E01020433,"18,741",6,DT9  5JF,DT9, 5JF
E01020440,"20,580",7,SP8  5DH,SP8, 5DH
E01020454,"14,643",5,SP7  0AD,SP7, 0AD
E01020466,"19,632",6,BH19 3AB,BH19,3AB
E01020490,"18,034",6,DT1  1AU,DT1, 1AU
E01020494,"19,225",6,DT8  3HS,DT8, 3HS
E01020497,"27,450",9,BA21 5BT,BA21,5BT
E01020497,"27,450",9,BA22 9UY,BA22,9UY
E01020498,"21,830",7,DT6  3DT,DT6, 3DT
E01020506,"13,583",5,TA18 8PL,TA18,8PL
E01020512,"14,016",5,DT3  4JF,DT3, 4JF
E01020514,"26,048",8,DT4  9UX,DT4, 9UX
E01020562,"15,982",5,DT5  1EB,DT5, 1EB
E01020590,"14,606",5,DH1  1YD,DH1, 1YD
E01020604,"13,645",5,DH7  6DY,DH7, 6DY
E01020627,"21,720",7,DH8  0HZ,DH8, 0HZ
E01020646,"10,498",4,DL13 4HS,DL13,4HS
E01020662,"9,644",3,DL16 7QB,DL16,7QB
E01020684,"21,846",7,DH6  5JJ,DH6, 5JJ
E01020685,"19,844",7,DL15 9AP,DL15,9AP
E01020690,"23,181",8,DH99 1YZ,DH99,1YZ
E01020690,"23,181",8,DH97 1AA,DH97,1AA
E01020700,"6,400",2,DL17 9DX,DL17,9DX
E01020700,"6,400",2,TS29 6NR,TS29,6NR
E01020733,"5,198",2,SR8  2DY,SR8, 2DY
E01020746,"10,180",4,SR88 1AA,SR88,1AA
E01020772,"14,038",5,TS28 5NS,TS28,5NS
E01020802,"4,518",2,DL14 6WR,DL14,6WR
E01020862,"23,996",8,DL10 4YG,DL10,4YG
E01020863,"16,874",6,DL11 7HF,DL11,7HF
E01020910,"4,433",2,BN22 7BS,BN22,7BS
E01020911,"3,330",2,BN21 3LJ,BN21,3LJ
E01020920,"2,882",1,BN23 6BF,BN23,6BF
E01020931,"23,897",8,BN20 7RQ,BN20,7RQ
E01020969,"14,515",5,TN37 7AL,TN37,7AL
E01020970,"22,507",7,TN38 8AW,TN38,8AW
E01020971,"10,549",4,TN34 1AT,TN34,1AT
E01020972,89,1,TN35 4NN,TN35,4NN
E01021022,"20,118",7,BN7  3PT,BN7, 3PT
E01021022,"20,118",7,BN8  4FE,BN8, 4FE
E01021023,"28,574",9,RH15 0RD,RH15,0RD
E01021023,"28,574",9,RH16 4QU,RH16,4QU
E01021023,"28,574",9,RH17 7BF,RH17,7BF
E01021025,"22,372",7,TN22 3QE,TN22,3QE
E01021028,"27,181",9,BN10 7LD,BN10,7LD
E01021028,"27,181",9,BN9  7RY,BN9, 7RY
E01021057,"9,903",4,BN25 2UN,BN25,2UN
E01021084,"14,244",5,TN32 5GE,TN32,5GE
E01021084,"14,244",5,TN33 0AA,TN33,0AA
E01021087,"18,766",6,TN31 6BE,TN31,6BE
E01021087,"18,766",6,TN36 4JX,TN36,4JX
E01021090,"8,990",3,TN39 3HY,TN39,3HY
E01021090,"8,990",3,TN40 1DY,TN40,1DY
E01021098,"22,674",7,TN19 7JQ,TN19,7JQ
E01021099,"17,402",6,TN21 9JE,TN21,9JE
E01021114,"15,253",5,TN18 5PP,TN18,5PP
E01021125,"17,576",6,BN24 6PP,BN24,6PP
E01021139,"15,925",5,TN5  7LX,TN5, 7LX
E01021142,"22,679",7,BN27 3GB,BN27,3GB
E01021142,"22,679",7,BN26 6XB,BN26,6XB
E01021145,"18,765",6,TN20 6JH,TN20,6JH
E01021145,"18,765",6,TN6  3SU,TN6, 3SU
E01021151,"28,998",9,TN7  4LT,TN7, 4LT
E01021163,"24,042",8,RH18 5JN,RH18,5JN
E01021168,"28,267",9,RH19 4JG,RH19,4JG
E01021169,"23,088",8,TN3  9UA,TN3, 9UA
E01021169,"23,088",8,TN8  7DY,TN8, 7DY
E01021171,"25,251",8,TN2  5JW,TN2, 5JW
E01021237,"30,425",10,CM11 1EL,CM11,1EL
E01021237,"30,425",10,CM12 0RS,CM12,0RS
E01021238,"28,799",9,CM4  9PN,CM4, 9PN
E01021260,"11,119",4,SS14 3DJ,SS14,3DJ
E01021260,"11,119",4,SS15 4FG,SS15,4FG
E01021269,"9,155",3,SS13 1BP,SS13,1BP
E01021312,"8,452",3,SS7  5BN,SS7, 5BN
E01021329,"13,181",5,SS11 7AU,SS11,7AU
E01021344,"19,776",7,SS6  7UA,SS6, 7UA
E01021347,"23,983",8,CM77 8AR,CM77,8AR
E01021347,"23,983",8,CM8  1ST,CM8, 1ST
E01021347,"23,983",8,CM7  8FA,CM7, 8FA
E01021348,"17,352",6,CM3  2BH,CM3, 2BH
E01021361,"21,339",7,CO6  1NZ,CO6, 1NZ
E01021375,"24,317",8,CB9  7BY,CB9, 7BY
E01021376,"26,940",9,CO9  4BS,CO9, 4BS
E01021377,"23,612",8,CO5  9HQ,CO5, 9HQ
E01021396,"23,577",8,CM9  6SB,CM9, 6SB
E01021398,"19,122",6,CO10 7EG,CO10,7EG
E01021404,"17,985",6,CM6  3TH,CM6, 3TH
E01021407,"19,800",7,CO8  5FA,CO8, 5FA
E01021431,"29,617",10,CM15 9AF,CM15,9AF
E01021443,"15,771",5,CM5  9PA,CM5, 9PA
E01021484,"13,252",5,SS8  0JJ,SS8, 0JJ
E01021537,"25,971",8,CM2  5PH,CM2, 5PH
E01021540,"20,577",7,CM1  4TL,CM1, 4TL
E01021544,"24,911",8,CM99 2EP,CM99,2EP
E01021637,"10,380",4,CO2  7PJ,CO2, 7PJ
E01021644,"13,815",5,CO3  5SP,CO3, 5SP
E01021646,"20,965",7,CO1  1BB,CO1, 1BB
E01021648,"11,720",4,CO4  3BF,CO4, 3BF
E01021648,"11,720",4,CO7  7JY,CO7, 7JY
E01021741,"15,182",5,CM18 7JG,CM18,7JG
E01021741,"15,182",5,CM19 5DR,CM19,5DR
E01021741,"15,182",5,CM16 4DJ,CM16,4DJ
E01021746,"28,596",9,IG10 4HL,IG10,4HL
E01021768,"15,577",5,CM22 7LD,CM22,7LD
E01021768,"15,577",5,CM17 0QE,CM17,0QE
E01021792,"22,498",7,EN10 6SS,EN10,6SS
E01021792,"22,498",7,EN11 0BJ,EN11,0BJ
E01021795,"25,590",8,CM21 0WW,CM21,0WW
E01021839,"10,584",4,CM20 1AT,CM20,1AT
E01021840,"8,810",3,CM92 1LA,CM92,1LA
E01021878,"21,384",7,CM0  8PY,CM0, 8PY
E01021914,"22,472",7,SS5  5JR,SS5, 5JR
E01021968,"2,708",1,CO15 1EA,CO15,1EA
E01021972,"20,386",7,CO11 2NG,CO11,2NG
E01021973,"26,355",9,CO16 0EP,CO16,0EP
E01021974,"8,375",3,CO12 5BG,CO12,5BG
E01021974,"8,375",3,CO13 0EL,CO13,0EL
E01021994,"15,294",5,CO14 8NU,CO14,8NU
E01022061,"28,722",9,CB11 3UE,CB11,3UE
E01022062,"30,370",10,CM24 8UL,CM24,8UL
E01022100,"27,142",9,GL52 6SE,GL52,6SE
E01022102,"12,035",4,GL50 1DA,GL50,1DA
E01022102,"12,035",4,GL51 8ET,GL51,8ET
E01022103,"30,950",10,GL54 4ES,GL54,4ES
E01022109,"32,369",10,GL53 9ND,GL53,9ND
E01022175,"20,693",7,GL7  5BA,GL7, 5BA
E01022176,"18,186",6,GL6  9BE,GL6, 9BE
E01022176,"18,186",6,GL8  8RU,GL8, 8RU
E01022178,"23,525",8,GL56 0YW,GL56,0YW
E01022178,"23,525",8,OX7  6FE,OX7, 6FE
E01022179,"21,745",7,GL55 6XQ,GL55,6XQ
E01022182,"22,593",7,WR11 5QB,WR11,5QB
E01022182,"22,593",7,WR12 7LB,WR12,7LB
E01022201,"19,507",6,GL4  8BN,GL4, 8BN
E01022206,"22,499",7,SN16 0JL,SN16,0JL
E01022215,"20,962",7,OX18 4TQ,OX18,4TQ
E01022215,"20,962",7,OX8  4TX,OX8, 4TX
E01022226,"18,939",6,GL15 5FB,GL15,5FB
E01022228,"15,508",5,GL14 1EA,GL14,1EA
E01022229,"20,111",7,GL16 8QJ,GL16,8QJ
E01022235,"18,265",6,GL19 3AY,GL19,3AY
E01022235,"18,265",6,GL2  8BE,GL2, 8BE
E01022248,"21,341",7,NP16 7LT,NP16,7LT
E01022248,"21,341",7,NP6  6SG,NP6, 6SG
E01022283,"30,112",10,GL3  3HE,GL3, 3HE
E01022287,"21,825",7,GL1  2AY,GL1, 2AY
E01022350,"31,610",10,GL10 3TR,GL10,3TR
E01022350,"31,610",10,GL5  5DG,GL5, 5DG
E01022359,"30,535",10,GL11 5RB,GL11,5RB
E01022441,"16,140",5,GL20 7DA,GL20,7DA
E01022462,"24,105",8,WR8  9LA,WR8, 9LA
E01022467,"31,154",10,RG24 0HX,RG24,0HX
E01022468,"23,821",8,RG21 2UN,RG21,2UN
E01022468,"23,821",8,RG25 2JR,RG25,2JR
E01022474,"10,995",4,RG22 4BW,RG22,4BW
E01022488,"14,498",5,RG28 7PJ,RG28,7PJ
E01022514,"21,875",7,SP11 6XJ,SP11,6XJ
E01022528,"31,589",10,RG23 7LE,RG23,7LE
E01022532,"25,970",8,SO21 3BH,SO21,3BH
E01022561,"22,594",7,GU34 5ST,GU34,5ST
E01022561,"22,594",7,SO24 9RY,SO24,9RY
E01022562,"25,804",8,RG29 1RY,RG29,1RY
E01022581,"30,666",10,GU10 4JL,GU10,4JL
E01022582,"28,872",9,GU35 0QN,GU35,0QN
E01022583,"27,269",9,GU30 7HG,GU30,7HG
E01022585,"31,347",10,GU26 6DD,GU26,6DD
E01022585,"31,347",10,GU27 1QE,GU27,1QE
E01022588,"32,433",10,PO8  0FE,PO8, 0FE
E01022592,"20,809",7,GU32 1PZ,GU32,1PZ
E01022592,"20,809",7,GU31 4NJ,GU31,4NJ
E01022597,"20,135",7,GU33 6LJ,GU33,6LJ
E01022617,"29,425",9,SO23 9ZB,SO23,9ZB
E01022628,"25,989",8,PO9  6ER,PO9, 6ER
E01022643,"30,116",10,SO50 8GJ,SO50,8GJ
E01022643,"30,116",10,SO5  6ND,SO5, 6ND
E01022651,"25,805",8,SO30 2NS,SO30,2NS
E01022652,"24,900",8,SO32 2UG,SO32,2UG
E01022654,"26,631",9,SO31 8WX,SO31,8WX
E01022659,"29,747",10,SO53 2LQ,SO53,2LQ
E01022675,"31,415",10,SO52 9ZN,SO52,9ZN
E01022677,"16,923",6,SO97 4AA,SO97,4AA
E01022719,"29,526",9,SO22 6SR,SO22,6SR
E01022720,"31,587",10,PO16 8XA,PO16,8XA
E01022722,"25,297",8,PO14 9ST,PO14,9ST
E01022727,"26,792",9,PO15 5AA,PO15,5AA
E01022744,"31,822",10,PO13 9FJ,PO13,9FJ
E01022794,"30,875",10,PO12 2NS,PO12,2NS
E01022846,"30,227",10,GU13 8RF,GU13,8RF
E01022846,"30,227",10,GU14 9FW,GU14,9FW
E01022846,"30,227",10,GU51 2RE,GU51,2RE
E01022849,"31,665",10,GU52 6JB,GU52,6JB
E01022924,"19,874",7,PO10 7SR,PO10,7SR
E01022928,"32,424",10,PO11 0PJ,PO11,0PJ
E01022977,"31,568",10,SO40 7AR,SO40,7AR
E01022980,"17,197",6,SO51 6AG,SO51,6AG
E01022981,"30,454",10,BH25 6QB,BH25,6QB
E01022987,"30,798",10,SO41 0LJ,SO41,0LJ
E01022992,"24,163",8,SO43 7JJ,SO43,7JJ
E01022998,"26,936",9,SO42 7GG,SO42,7GG
E01023104,"16,616",6,GU16 7SG,GU16,7SG
E01023107,"8,022",3,GU11 3PR,GU11,3PR
E01023107,"8,022",3,GU12 4EN,GU12,4EN
E01023153,"11,898",4,SP10 5BX,SP10,5BX
E01023159,"22,620",7,SP4  0DR,SP4, 0DR
E01023166,"19,974",7,SO20 8BS,SO20,8BS
E01023197,"25,214",8,SP9  7UJ,SP9, 7UJ
E01023256,"8,398",3,SO25 1AA,SO25,1AA
E01023317,"19,678",6,SG13 7NY,SG13,7NY
E01023345,"22,785",7,HP1  1FD,HP1, 1FD
E01023345,"22,785",7,HP2  4RT,HP2, 4RT
E01023345,"22,785",7,HP3  0LN,HP3, 0LN
E01023374,"32,164",10,WD4  9LE,WD4, 9LE
E01023406,"27,062",9,WD5  0BS,WD5, 0BS
E01023462,"19,855",7,SG9  0ET,SG9, 0ET
E01023463,"28,225",9,SG11 2PR,SG11,2PR
E01023467,"27,480",9,AL6  0HA,AL6, 0HA
E01023467,"27,480",9,SG14 2RL,SG14,2RL
E01023467,"27,480",9,SG3  6RJ,SG3, 6RJ
E01023467,"27,480",9,SG2  7EF,SG2, 7EF
E01023468,"31,128",10,SG12 8UR,SG12,8UR
E01023486,"24,620",8,AL9  6HN,AL9, 6HN
E01023492,"20,582",7,SG10 6BJ,SG10,6BJ
E01023523,"32,625",10,WD7  7ZL,WD7, 7ZL
E01023526,"32,633",10,AL2  2EJ,AL2, 2EJ
E01023528,"23,693",8,WD25 8DT,WD25,8DT
E01023559,"29,791",10,WD1  2DL,WD1, 2DL
E01023559,"29,791",10,WD19 4BY,WD19,4BY
E01023584,"15,027",5,AL4  0PD,AL4, 0PD
E01023595,"29,684",10,SG4  8PY,SG4, 8PY
E01023600,"18,908",6,SG1  2JE,SG1, 2JE
E01023665,"29,152",9,AL1  5UL,AL1, 5UL
E01023825,"32,180",10,WD18 8AJ,WD18,8AJ
E01023854,"27,632",9,WD17 3TP,WD17,3TP
E01023855,"18,937",6,WD24 5QR,WD24,5QR
E01023866,"9,202",3,WD99 1AZ,WD99,1AZ
E01023912,"27,226",9,AL7  1AD,AL7, 1AD
E01023916,"24,452",8,AL8  6XX,AL8, 6XX
E01023920,"8,669",3,AL10 0JR,AL10,0JR
E01023972,"9,557",3,TN24 0DX,TN24,0DX
E01023974,"5,612",2,TN23 2ED,TN23,2ED
E01023978,"18,813",6,TN17 4BD,TN17,4BD
E01023978,"18,813",6,TN26 3HR,TN26,3HR
E01023978,"18,813",6,TN27 8JD,TN27,8JD
E01023978,"18,813",6,TN30 6UR,TN30,6UR
E01023981,"11,243",4,TN25 4PX,TN25,4PX
E01023985,"18,058",6,ME13 0JW,ME13,0JW
E01023987,"17,885",6,CT4  8AF,CT4, 8AF
E01024033,"14,004",5,ME17 2BT,ME17,2BT
E01024042,"11,579",4,CT3  3LW,CT3, 3LW
E01024044,"24,571",8,CT1  1AP,CT1, 1AP
E01024046,"30,446",10,CT2  7YS,CT2, 7YS
E01024055,"23,686",8,CT5  3EJ,CT5, 3EJ
E01024056,"28,763",9,CT6  7NZ,CT6, 7NZ
E01024087,"10,998",4,CT7  0JX,CT7, 0JX
E01024132,"12,522",4,DA2  7HY,DA2, 7HY
E01024135,"6,324",2,DA4  9LB,DA4, 9LB
E01024140,"21,751",7,DA9  9WL,DA9, 9WL
E01024141,"20,649",7,DA10 1BB,DA10,1BB
E01024157,"20,074",7,DA3  7JP,DA3, 7JP
E01024157,"20,074",7,DA13 9PH,DA13,9PH
E01024179,"11,021",4,DA11 9AZ,DA11,9AZ
E01024190,"12,681",4,CT15 4JZ,CT15,4JZ
